DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
2015-01-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.83,107.95,182.74,,47.97,%,76.08,59.49,47.36,783.85,113935.04,411.88,,production,OP
2015-01-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.71,107.88,183.96,,47.38,%,70.75,53.0,42.01,574.29,84034.22,461.44,,production,OP
2015-01-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,251.04,107.88,182.46,,48.11,%,68.58,54.21,39.64,626.39,90849.23,512.88,,production,OP
2015-01-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,17.67,247.72,107.56,188.74,,36.35,%,58.99,48.26,31.62,355.75,51609.08,282.81,,production,OP
2015-01-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,20.67,244.41,107.64,179.18,,40.79,%,65.23,54.09,38.02,422.91,61324.12,311.75,,production,OP
2015-01-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.65,107.79,183.95,,47.87,%,59.7,54.04,30.23,486.97,70280.92,366.9,,production,OP
2015-01-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.91,107.88,177.74,,49.04,%,62.17,53.4,32.88,597.29,86569.34,418.66,,production,OP
2015-01-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.21,107.91,174.7,,50.16,%,59.51,56.32,30.12,610.33,88850.28,425.68,,production,OP
2015-01-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,230.07,107.54,188.15,,55.8,%,41.93,43.7,17.78,580.74,85171.1,438.07,,production,OP
2015-01-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,230.81,107.82,184.95,,50.54,%,45.86,53.75,23.55,461.02,66952.09,329.92,,production,OP
2015-01-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.09,107.82,178.17,,48.99,%,50.92,52.48,21.42,453.09,64393.57,307.31,,production,OP
2015-01-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.88,107.82,178.5,,48.97,%,50.39,52.67,20.97,418.97,61533.75,292.68,,production,OP
2015-01-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.88,107.82,178.5,,48.97,%,50.39,52.67,20.97,442.16,64668.4,292.77,,production,OP
2015-01-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.88,107.82,178.5,,48.97,%,50.39,52.67,20.97,447.32,65213.05,295.52,,production,OP
2015-01-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,18.67,224.08,107.21,173.06,,29.4,%,51.01,52.24,20.41,226.24,33090.82,180.33,,production,OP
2015-01-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,1.0,226.79,106.09,208.58,,18.77,%,18.21,18.18,0.41,7.64,1121.79,5.62,,production,OP
2015-02-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,10.48,273.92,107.03,222.66,,21.28,%,51.26,42.99,23.07,125.26,20461.25,471.47,,production,OP
2015-02-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.94,107.79,205.71,,48.9,%,61.24,62.48,32.59,402.41,61862.19,663.83,,production,OP
2015-02-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,259.99,107.91,199.3,,48.96,%,60.69,56.31,32.16,474.1,72529.77,557.04,,production,OP
2015-02-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.66,107.94,196.07,,48.95,%,58.59,58.91,30.12,466.03,71095.25,550.25,,production,OP
2015-02-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.49,107.06,192.85,,48.41,%,55.64,58.42,27.31,423.36,64496.63,534.75,,production,OP
2015-02-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,247.16,107.93,193.39,,49.02,%,53.77,62.62,25.17,421.26,64061.91,544.04,,production,OP
2015-02-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,242.39,106.97,191.19,,48.05,%,51.2,58.07,22.88,419.02,63549.54,538.95,,production,OP
2015-02-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,242.44,107.91,192.42,,49.03,%,50.02,56.41,21.45,419.54,63731.42,468.27,,production,OP
2015-02-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,240.78,107.9,192.22,,46.8,%,48.56,53.99,19.97,409.69,62914.7,474.07,,production,OP
2015-02-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,237.66,107.98,188.09,,50.76,%,49.57,54.73,20.96,519.64,77678.67,551.1,,production,OP
2015-02-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,230.46,108.07,180.78,,52.93,%,49.69,62.2,21.09,652.82,97101.11,618.78,,production,OP
2015-02-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.45,108.04,179.56,,53.11,%,46.89,64.84,18.08,638.16,95395.52,702.45,,production,OP
2015-02-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,223.74,108.02,179.72,,53.24,%,44.02,68.06,15.42,624.59,93261.67,672.22,,production,OP
2015-02-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.11,108.01,180.59,,53.32,%,41.52,63.3,12.91,475.6,70961.75,544.64,,production,OP
2015-02-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.14,108.0,181.79,,53.27,%,39.35,56.3,10.72,410.07,61684.06,479.46,,production,OP
2015-02-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.29,108.04,179.9,,55.84,%,39.4,63.13,10.44,625.9,92974.81,555.93,,production,OP
2015-02-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,211.72,108.18,170.84,,60.37,%,40.87,74.28,12.05,940.93,137836.14,770.81,,production,OP
2015-02-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,208.74,108.16,171.63,,60.36,%,37.11,68.83,8.47,738.49,108413.19,622.56,,production,OP
2015-02-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,18.94,208.16,108.1,174.59,,47.62,%,33.57,61.43,4.96,399.77,59444.09,424.37,,production,OP
2015-03-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,8.21,269.12,106.7,231.8,,19.22,%,37.31,47.54,18.62,91.76,13339.36,411.9,,production,OP
2015-03-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.26,107.95,222.06,,51.61,%,38.2,68.47,21.5,216.14,31636.31,1040.42,,production,OP
2015-03-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,252.95,108.14,211.76,,51.83,%,41.19,70.3,24.52,222.87,32483.8,1131.36,,production,OP
2015-03-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,246.42,108.18,203.14,,51.96,%,43.28,72.43,24.56,225.74,32819.07,1066.04,,production,OP
2015-03-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.95,108.16,198.66,,53.55,%,43.29,59.77,14.72,385.1,58378.5,759.09,,production,OP
2015-03-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,238.2,108.14,196.35,,53.52,%,41.85,65.74,13.36,342.99,53457.1,698.06,,production,OP
2015-03-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.29,108.12,194.72,,53.54,%,40.57,68.67,12.08,355.76,54800.79,798.3,,production,OP
2015-03-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.31,108.13,192.6,,54.72,%,39.71,69.84,11.07,447.87,67646.23,898.3,,production,OP
2015-03-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,223.93,108.24,184.04,,60.04,%,39.9,75.17,8.74,609.35,89538.88,872.75,,production,OP
2015-03-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.57,108.19,182.85,,59.87,%,37.73,71.97,6.66,618.61,89062.1,854.72,,production,OP
2015-03-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,217.49,108.19,181.03,,59.9,%,36.46,68.14,6.99,565.02,75662.72,781.51,,production,OP
2015-03-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.87,108.18,179.83,,57.23,%,35.03,72.43,6.43,550.72,79169.64,757.13,,production,OP
2015-03-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,212.16,108.2,177.88,,63.47,%,34.28,72.81,5.3,624.44,90173.3,779.34,,production,OP
2015-03-31,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,208.37,108.21,175.39,,65.02,%,32.97,73.49,4.23,622.85,88513.65,758.52,,production,OP
2015-04-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,6.46,211.3,107.04,182.84,,17.95,%,28.46,34.81,0.52,57.52,8421.71,72.16,,production,OP
2015-04-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,16.38,275.59,106.04,238.98,,31.69,%,36.61,31.72,18.5,81.91,11892.81,490.87,,production,OP
2015-04-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.87,108.02,230.0,,52.62,%,32.88,74.12,20.16,172.87,25443.87,1263.33,,production,OP
2015-04-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,253.77,108.16,216.69,,52.6,%,37.07,76.61,21.69,268.47,39276.35,1093.31,,production,OP
2015-04-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.85,108.15,209.49,,52.66,%,39.36,72.49,15.13,320.34,46340.29,879.08,,production,OP
2015-04-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,246.51,108.11,206.77,,52.65,%,39.75,66.23,10.82,318.85,46150.43,877.01,,production,OP
2015-04-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.7,108.11,204.35,,52.7,%,39.35,67.09,10.42,340.53,49280.04,822.81,,production,OP
2015-04-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.29,108.1,202.56,,52.7,%,38.73,67.05,9.82,339.92,49138.37,770.94,,production,OP
2015-04-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,236.87,108.2,198.19,,55.27,%,38.68,70.36,9.7,396.95,57219.1,899.34,,production,OP
2015-04-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.03,108.23,194.03,,56.91,%,37.99,71.3,9.0,443.99,63898.13,911.0,,production,OP
2015-04-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.94,108.29,187.75,,59.77,%,37.2,76.53,8.28,574.96,82467.28,814.2,,production,OP
2015-04-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.37,108.28,183.72,,62.13,%,35.64,77.14,6.73,607.87,87181.43,921.11,,production,OP
2015-05-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,213.64,108.29,179.57,,65.02,%,34.07,77.72,5.31,664.96,94868.52,926.26,,production,OP
2015-05-02,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.48,108.26,178.24,,68.39,%,32.24,76.68,3.58,621.12,88495.68,868.75,,production,OP
2015-05-03,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,9.71,209.44,108.23,178.18,,28.41,%,31.26,75.01,2.68,211.5,30482.87,298.81,,production,OP
2015-05-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,7.38,264.55,107.26,235.45,,22.22,%,29.1,66.36,12.03,143.08,20890.14,228.12,,production,OP
2015-05-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,249.2,108.2,220.22,,73.66,%,28.98,83.42,6.57,502.61,76174.53,768.26,,production,OP
2015-05-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.03,108.32,199.97,,68.76,%,35.07,79.0,5.73,537.12,78842.94,864.41,,production,OP
2015-05-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,233.43,108.17,197.16,,57.35,%,36.27,74.12,7.48,504.77,74291.45,803.3,,production,OP
2015-05-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.6,108.1,197.79,,56.38,%,34.81,70.58,6.06,353.36,51937.64,762.44,,production,OP
2015-05-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,20.0,232.83,107.77,200.67,,56.46,%,32.17,56.43,3.48,294.17,43076.57,647.12,,production,OP
2015-06-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,10.45,272.69,106.9,239.07,,22.76,%,33.62,43.11,16.68,83.28,12120.39,435.49,,production,OP
2015-06-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,259.99,107.94,226.55,,60.86,%,33.44,74.25,5.69,212.85,31054.74,1287.37,,production,OP
2015-06-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,253.85,108.07,217.28,,54.85,%,36.57,74.57,8.83,256.04,36917.37,1013.18,,production,OP
2015-06-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,251.03,108.03,212.33,,51.82,%,38.69,67.98,10.96,235.07,34214.48,746.84,,production,OP
2015-06-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.77,108.02,209.88,,51.75,%,38.89,66.48,11.15,240.06,34789.31,703.21,,production,OP
2015-06-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,246.56,107.99,208.35,,51.48,%,38.21,63.71,10.5,245.4,35542.65,603.86,,production,OP
2015-06-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,245.2,107.96,207.84,,51.35,%,37.36,60.13,9.6,221.41,32378.43,550.44,,production,OP
2015-06-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.78,107.96,207.09,,51.82,%,36.69,62.83,8.93,223.27,32481.18,544.72,,production,OP
2015-06-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,242.22,107.98,206.11,,52.1,%,36.11,63.52,8.35,229.63,34081.21,554.54,,production,OP
2015-06-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,240.64,107.98,205.19,,52.45,%,35.45,63.17,7.69,219.05,32411.65,556.43,,production,OP
2015-06-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.85,107.96,205.38,,52.69,%,34.47,62.14,6.7,204.65,30485.3,535.84,,production,OP
2015-06-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,238.53,108.0,203.96,,53.39,%,34.57,64.55,6.81,211.31,31255.55,548.94,,production,OP
2015-06-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.81,108.15,199.13,,55.36,%,35.68,70.45,7.94,337.64,49947.53,745.74,,production,OP
2015-06-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.97,108.22,192.65,,56.58,%,36.32,74.71,8.63,422.22,62161.12,822.75,,production,OP
2015-06-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.22,108.17,191.41,,56.56,%,34.8,73.23,7.14,387.93,57124.89,710.71,,production,OP
2015-06-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,224.21,108.16,190.43,,58.21,%,33.78,72.32,5.96,446.62,65355.84,765.45,,production,OP
2015-06-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.04,108.2,187.74,,60.89,%,33.31,73.68,4.77,435.55,63621.32,747.14,,production,OP
2015-06-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,218.24,108.22,185.84,,62.83,%,32.4,72.15,3.91,451.91,66072.21,751.35,,production,OP
2015-06-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,213.81,108.29,181.87,,69.61,%,31.94,75.97,3.6,635.31,91315.49,973.87,,production,OP
2015-06-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,207.22,108.32,176.36,,73.33,%,30.86,77.13,3.12,645.3,92006.82,950.82,,production,OP
2015-07-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,3.29,211.12,107.52,183.44,,10.21,%,27.69,41.21,0.49,15.53,2297.31,26.37,,production,OP
2015-07-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,22.38,268.88,107.55,240.58,,55.02,%,28.3,64.06,10.21,110.7,16834.25,1201.2,,production,OP
2015-07-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,257.85,108.12,228.91,,76.03,%,28.94,73.51,1.65,165.82,25057.07,1349.74,,production,OP
2015-07-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.66,108.21,216.19,,62.37,%,32.46,77.3,4.82,264.65,39858.61,1152.34,,production,OP
2015-07-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.32,108.08,213.9,,53.83,%,34.42,70.6,7.17,204.35,30789.46,744.25,,production,OP
2015-07-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,245.79,108.1,211.31,,53.76,%,34.48,69.99,7.23,229.61,34487.65,733.71,,production,OP
2015-07-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.76,108.08,209.6,,53.48,%,34.15,68.88,6.91,227.7,34207.25,677.96,,production,OP
2015-07-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,242.08,108.06,208.54,,53.41,%,33.54,67.5,6.28,223.78,33825.26,670.66,,production,OP
2015-07-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.1,108.01,208.55,,53.51,%,32.55,65.37,5.28,182.64,27538.19,580.04,,production,OP
2015-07-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,240.01,108.04,207.54,,54.51,%,32.47,65.54,5.2,201.69,30240.3,609.11,,production,OP
2015-07-31,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,237.16,108.13,204.27,,56.36,%,32.89,67.56,5.46,267.48,40043.61,708.88,,production,OP
2015-08-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.57,108.25,197.86,,58.65,%,33.71,68.34,5.98,350.0,52296.95,826.33,,production,OP
2015-08-02,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.02,108.17,196.69,,58.56,%,32.34,67.77,4.7,322.99,48064.42,713.45,,production,OP
2015-08-03,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.79,108.22,193.71,,62.1,%,32.08,73.15,3.93,384.65,57758.9,819.92,,production,OP
2015-08-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.5,108.25,188.27,,63.75,%,32.23,73.75,3.9,443.81,66824.44,844.98,,production,OP
2015-08-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,213.11,108.29,182.85,,70.88,%,30.26,72.73,5.83,732.83,107840.05,1146.74,,production,OP
2015-08-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,208.74,108.28,179.07,,73.52,%,29.67,75.58,2.39,583.05,86709.92,875.53,,production,OP
2015-08-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,3.79,210.44,108.14,183.61,,11.83,%,26.83,71.1,1.2,53.69,8197.91,107.08,,production,OP
2015-09-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,16.16,277.59,107.37,244.14,,38.67,%,33.45,58.75,9.03,176.51,27383.9,933.81,,production,OP
2015-09-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.46,108.04,231.91,,58.93,%,33.55,78.66,6.86,291.3,44064.48,1417.15,,production,OP
2015-09-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.2,108.09,222.72,,55.81,%,35.48,76.71,8.78,344.41,51698.11,1068.6,,production,OP
2015-09-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,253.93,108.1,217.29,,53.86,%,36.65,73.61,9.98,360.29,53948.96,983.35,,production,OP
2015-09-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,250.73,108.09,214.03,,53.29,%,36.7,71.53,10.04,369.91,55458.25,855.05,,production,OP
2015-09-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,247.68,108.08,211.45,,53.29,%,36.23,70.85,9.57,370.14,55321.24,818.86,,production,OP
2015-09-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,245.18,108.07,209.84,,53.29,%,35.34,69.52,8.69,355.61,53158.57,754.21,,production,OP
2015-09-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,243.32,108.03,209.23,,53.27,%,34.09,67.37,7.44,334.51,50330.73,706.99,,production,OP
2015-09-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,239.66,108.14,205.56,,55.98,%,34.1,71.44,7.38,397.18,58900.62,858.09,,production,OP
2015-09-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.34,108.16,201.88,,56.81,%,33.46,70.46,6.75,411.79,60948.22,840.38,,production,OP
2015-09-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.75,108.14,200.33,,57.75,%,32.42,71.88,5.64,427.44,64121.63,817.92,,production,OP
2015-09-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,228.47,108.19,196.54,,60.31,%,31.92,73.62,4.95,434.04,64316.54,890.56,,production,OP
